Complexity_level,text
L-E,In the shadows view I learned The closer the sun is to you the stronger it is 
L-E,Also I learned That your body blocked the sun and that creates a shadow The sun goes through the ground and makes a shadow for a root 
L-E,a rainbow in rain is made because its so damp outside 
L-E,We see a red rose because The primary colors go to the rose and green and blue get absorbed and red bounces off 
L-E,we see a yellow rose because all the secondary colors go at the rose the magenta and cyan gets absorbed but yellow bounces off 
L-E,A shadow is the darkness left behind when a light sours shines on a nontransparent object 
L-E,A solar eclipse is when the moon blocks the sun light from coming to the earth 
L-E,A lunar clips is when the sun blocks the moons light from going to earth 
L-E,You can make a rainbow with a prism by outing light thought a prism of rain Rain is what make the rainbow in the sky 
L-E,Solar panels are panels that use light to make electricity 
L-E,All we see is light Without light we can not see 
L-EE,We can see a yellow rose because red blue and green are going to the flower Red and green bounce into your eyes but blue absorbs 
L-EE,You can see a red rose because red bounces of and goes into your eyes blue and green get absorbed 
L-EE,When you see a red flower the red light bounces off the flower in to our eyes and the green blue gets absorbed 
L-EE,When you shine a light through a glass prism it ell make a rainbow on the surface it needs to be white light of the colors light wail be to strong and wont split up into the rainbow
L-EE,This is how absorbing and reflecting works the colors that make the object will be reflected and the leftover color will be wasted not used 
L-EE,A shadow is mad by an object in front of a light stream The light cant go around and then no light git be hind the objects and its dark 
L-EE,A solar eclipse is an eclipse of the sun It occurs when the moon is located between the sun and the earth The moon blocks the sunlight coming to the earth 
L-EE,My theory is that light travels in waves I leaned this by doing an ensnarement the end resale was a wave pattern Like doping to pebbles in a pond and the reason is like light 
L-EE,Most glowing things are painted with a layer of fluorescent paint this paint absorbs light and when it is dark the absorbed light would unleash the light that it saved until its empty and has no more light 
L-EE,but that doesn't explain why sometimes there are rainbows after rain storms or when it rains the answer to this is raindrops act as prisms but when I did a experiment at my house i filled a glass of water and turned out the lights I didn't see even a tiny outline of a rainbow 
L-EE,There are two types of eclipses The rift one is called a solar eclipse Its when the moon goes in front of the earth and behind the sun which casts a shadow upon earth As I said before an opaque object like the moon and the sun is the light source it makes a shadow 
L-EE,a lunar eclipse is the opiate of a solar eclipse a lunar eclipse is when the earth goes in front of the moon the earth is also opaque but the shadow this time is bigger 
L-EE,If light hits a red rose red gets reflected and blue and green get absorbed thats why we see red 
L-EE,but with a yellow rose green and red get reflected and blue gets absorbed because red and green make yellow 
L-EE,A lunar eclipse is when the moon over laps the sun and blackens out the sky so no one ca see the sun and the sun and the moon turn black 
L-EE,What is absorbing My understanding is that when white light hits a red object all the colors that make white  Red Green and Blue blue and green are reflected and red is absorbed 
L-EE,What is Reflecting My understanding is like before we have a red dress when white light hits the red dress blue and green are reflected and red is absorbed Why I think there reflected is because its not the same color 
L-EE,this is how we can see a red rose white light hits the rose red is reflected and blue and green are absorbed and the rose papers upside down and back wards but your brain turns it to the right way 
L-EE,this is how we see a yellow rose the white light hits the rose green and red are reflected and blue is absorbed why green and red are reflected incited of just one color is because yellow is a secondary color and are brain sees the rose upside down and backwards 
L-EE,New information A lunar eclipse is when the earth is between the sun and the moon Since the earth is in front of the moon it castes a shadow over the moon making it in total darkness 
L-EE,A solar eclipse is when the moon casts a show over the earth and its just like a lunar eclipse precept what I just told you 
L-EE,The way we see a red rose is that white light contains the primary coleus of light red blue and green What happens is that the red light hitting a red rose the red light bounces off and into our eyes and the other colors get absorbed 
L-EE,With a yellow ors its pretty much the same thing but 2 colors don't get absorbed they mix and bounce off as one ray 
L-EE,The northern lights are cosed by partials from the sun The particles are so small you couldn't see them How they acute is when the particles hit highest thing of the earths atmosphere they electrify the air making it glow 
L-EE,Diffused reflection is when a ray of light comes and hits something like bumpy tinfoil The light comes and egos everywhere because it has more than one thing to bounce off of it It egos up down right left because when its bumpy it goes like that because of different bumps 
L-EE,Convex mirrors are used in stores They let you see around corners and stuff ltd shaped like a ball with the top cut off the way it lets you see around corners is it does everything but catch light so it bounces off as an angle 
L-EE,All we see is light the way I can prove it is that the same color light bounces off things that are supposed to be that color Then the color bounces into your eye Three primary colors are in white light so if you mix those you'll get any color 
L-EE,I just learned that a lunar eclipse occurs when the earth is between the sun and the moon The earth is in front of the moon and behind the sun which makes a huge shadow over the moon 
L-EE,This is how rainbows are made with rain The sky is still moist and there are drops in the air which can be used like prisms so if the left over raindrops can be used like prisms then the light can shine through it to make a rainbow 
L-EE,Here is how solar panels work Dull dark surfaces do not reflect much light The dark surfaces absorb the suns rays and turn the rays into thermal energy The thermal energy is turned into heated water and then it is pumped into a storage tank and goes out through a fan That means that black attracts heat 
L-EE,I think light travels in a straight line because the shadows prove that they travel straight or else the shadows would be wobbly 
L-EE,this is my picture of a light bulb a light bulb is made out of glass and artificial light The glass is to couscous the light to the spot you would like it and the artificial light is from the energy in the air that comes from your wall When you plug in a light a computer or anything that has a plug the energy goad through whores that travel over our hes and under us These 2 things are all plugd into a wall 
L-EE,The picture I drew was making a rainbow out of a prism This picture is with two prisms this is how it works If you shine a light on a prism a rainbow will appear but if you put another prism in front of the other prism the light will turn white again This is How to make white light through a viable spectrum 
L-EE,If you look at a red rose in magenta light the magenta light red and blue hits the red surface The color red is reflected But the color blue is absorbed then the rose appears red 
L-EE,A solar eclipse is an eclipse of the sun It occurs when the moon is located between the sun and the earth The moon blocks the sunlight coming to the earth 
L-EE,My understanding about a Lunar eclipse is that when the Earth is between the Sun and the Moon The Sun casts a shadow over the moon called a lunar eclipse 
L-EE,My theory's that light travels in a wave line because if you drive behind a bus you'll see heat that looks wave 
L-EE,Shadows A shadow is an inexact reflection of your body that shows on a very sunny day when you are outside You see your shadow when you happen to be outside and you look down at the ground Also your shadow touches you wherever you touch the ground 
L-EE,Also you can see a green object because white light shines on that object white light has red orange yellow green blue indigo and violet in it and the object absorbs all the colors except green which is reflected into the eyes of the person that is looking at the object 
L-EE,We see a red rose when there is a flashlight or another light source that will shine on the rose and absorb the green and blue light and reflect the red light into our eyes 
L-EE,and how we see a yellow rose is that it is the same but the red and green light are reflected and blue is absorbed 
L-EE,How do you make a rainbow with rain The sky is still wet with raindrops and the sunlight shines through the drops and a rainbow forms in the sky Make a rainbow with a prism exactly the same way 
L-EE,The northern lights are also called the aurora Borealis and they are lights in the sky that are mixtures of colors that are seen only in the northern parts of the world and that is why they are called the northern lights 
L-EE,The law of reflection on a flat mirror is when the incident ray goes on the mirror and makes the angle of incidence There is an invisible line between the angle and ray of incidence and the angle and ray of reflection The reflection ray is the reflection of the incident ray 
L-EE,The Northern Lights are ribbons of red pink and ghostly green lights that dance and shimmer for hours across the sky They occur when the sun bombards earth with tiny particles of electricity too small for us to see When these particles hit the highest part of the earths atmosphere they electrify the air and make it glow 
L-EE,Why are Northern Lights different colors Each gas in earths atmosphere glows with its own color when it becomes charged with electricity Oxygen gives off an eerie green glow nitrogen glows red and neon gas turns pink 
L-EE,My theory's that light travels in waves because when we did an experiment with progesterone and a tennis ball hanging from the vealing on a piece of string And when we shone light on it the tennis balls shader was clear But the strings shadow had some light on it 
L-EE,Dull dark surfaces do not reflect much light so they are perfect for solar panels instead they absorb the suns rays and turn them into thermal energy this means that on a roof there are dark hoses of water  The water heats up because the hoses are absorbing the suns rays and they are isolated The heated water is pumped into a storage tank where it used to heat the house  
L-EE,I also learned that a solar eclipse happens when the moon blocks the sun which makes a large shadow over the earth That is why when your outside and the sun dispersals its just a large shadow 
L-EE,I also learned that a lunar eclipse is caused when the earth is between the sun and the moon 
L-EE,Also if your looking at a yellow flower the blue light would be absorbed allowing the two other colors to both making yellow would bounce of into your two sensitive cone to those colors 
L-EE,The Northern lights are caused by the sun bombarding the earth with tiny partials of electricity When these partials hit the highest part of the hates atmosphere it electrolysis the air and makes it glow 
L-EE,To make a rainbow with rain it in voles moisture in the air and since there is moisture in the air the moistness acts like a prism 
L-EE,When looking at a red rose you need light right You do so when your looking at that objetc the light shines on it and since it is red it refletcs the red light off the objetc and all the other colors get absorbed Its the same with any other color including yellow green etc 
L-EE,A lunar eclipse is when the earth is right in between the sun and the moon winch casts a shadow over the moon making the moon total darkness 
L-EE,Solar panels are used for sucking up sunlight and using the sunlight for something such as a solar powered windmill That works by the sunlight getting sucked into a solar panel and the light moves the windmill 
L-EE,A red rose looks red because the red light in the white light reflects of the rose and in to your eyes the blue and green light gets absorbed 
L-EE,A yellow flower looks yellow because the red and the green light in the white light are reflexed in to you eyes and the blue is absorbed 
L-EE,Shadow darkness made when light shines on an opaque nontransparent object If the light shines on an opaque object it is imposable for the shadow to be on the same side the light is coming from unless there is a mirror If there is no light there isn't a shadow So there is a shadow where the light cant reach 
L-EE,A lunar eclipse is when the earth is between the sun and the moon and it casts a shadow over the moon 
L-EE,Inside luminous objects or animals some form of energy changes into light energy This energy usually changes into chemical electrical thermal and nuclear energy The process of giving off light is called incandescence 
L-EE,You have three eye cones in your eyes One is sensitive to red one is sensitive to blue and one is sensitive to green so when you see something blue the blue eye cone starts getting sensitive so you can see the color 
L-EE,When we look at a red rose the red eye cone color bounces off into our eye and the other two colors absorb so you see the color of the rose 
L-EE,When we had the class debate I was the only student who was not on a side because my theory was light travels in waves but the waves go in a strait line and the debate was between straight line and waves And now we have lots of ideas from the debate and we don't know which one is right now is light travels sort of like this Light travels in a straight line but appears to be wavy or light travels in waves but appears to be straight That means that light has aspects of both straight lines and waves It depends on how you look at it Or what your experiment is trying to prove In our class we have seen experiments that prove both that light travels in straight lines box with powder and shadow experiments and wavy lines Thomas Young experiment 
L-EE,My understanding of Light The colors of light Light is made up of many many different colors You cannot see those colors because those colors mixed together to get white light White light is transparent so you cant see it 
L-EE,When it rains the raindrops split the light so you can see 7 discolored orange yellow green blue indigo and violet that make a rainbow 
L-EE,The way you see what color everything is is because of light hitting your eye when their is a green leaf the light hits it before it splits up it is called white light the green leaf absorbs the other colors but the green keeps going because it is the same color The green light keeps going until it goes into your eye Then the brain identifies what color and it is 
L-EE,Cones tire easily If you were looking at a green apple the cone that responds to green light gets tired So when you look at a piece of white paper the green cone would be to tired but the red and blue wouldn't and red and blue make purple And purple is the opposite of green on the color wheel 
L-EE,This is why the colors of the rainbow are in the same order As you know there are seven colors that we know of They all travel at a the same wave frequency and they get mixed But when light goes through something like rain the frequency of the light waves get differed For some reason red always has the longest frequency and purple has the shortest 
L-EE,That is why when you look at a yellow thing the red and green light bounce of it but blue gets absorbs mixes and comes to your eye as yellow 
L-EE,"if worms have eyes my  theory is that they don't because 1 if they did the soil would get into their eyes unless their eyes had see through membranes on them to stop that but that would be to complex for worms
The second reason is that worms are too primitive to have  eyes
Thats why I think that they have a special sense that tells the worms if its light or dark through the heat when its light outside they feel heat and when its dark its cold
  "
L-EE,worms don't have eyes because they have photo receptors we have those in our spectrophotometers sense the light so the worms can move The light patterns show the worms where to go Heat is in the light and the photo receptors also help them to sense heat 
L-EE,is when you put litter in the compost bin you are littering because things in the compost get put in the soil so if you put your candy wrapper that came from the house down the street last Halloween the wrapper will get put in the soil and there it will stay you probably do not care cause your probably enjoying the candy cause compost is banana peels or apple cores that have the left over nutrients in it that go in the soil also they do not hire people to sort through the compost so maybe you should read the sign that goes over the bin saying  COMPOST recycling AND LITTER and after you eat an apple core it can be used in a different way   
L-E,is that rocks get chopped up by feet and other rocks which are rolled over to the other rocks  over time they are chopped into smaller pieces of rock And that repeats until they are tiny pieces Then it rains which makes it nice and moist Then the sun dries it up a little bit You do not want it too dry Then it needs a little air Worms fertilize it And now we have soil soil does not come from any particular place 
L-E,is that soil is made out of rocks that get turned into sand then you maybe take a little bit of grounded up wood You take a little water then a little sunshine and there is your soil   
L-E,is because we have a sense of up and down worms have a sense of light and dark Like when we have been in the dark for a long time when you come out even when your eyes are closed you can still feel the light 
L-E,is that it is rolled over and crushed rock and it needs compost to stay healthy because the compost dissolves and its nutrients does not so it goes in the soil 
L-E,"is that worms have a six sense which is electro
charge sensory This specific sense is the same one that Platypus use to catch its food The way this sense works is every single object on earth has electro charges bouncing off it so when the worm comes it feels the charges so it does not bump into it Since there are so many roots underground this sense comes in handy under there Only certain animals have a six sense like Platypus Worms and many more animals have a six sense  "
L-EE,is that Algae isn't exactly Fungi because Algae is a under water Aqua plant And Fungi is known not to be a plant but to be something completely different It has its own kingdom In fact Fungi id closer to a animal then a plant I think that Algae is NOT connected to fungi but is connected to plants my theory is that there are different kinds of under water Fungi and maybe Algae is connected to THAT type of Fungi truly E 
L-EE,is that fungus feeds the trees that DO Give us air and in that way it helps us have oxygen and air And that relates to how we breath out Carbondale and the trees need that to make air for us and  we keep the trees doing that process and the routine that helps us live So thats like we are trees to them because we give them their air and they give us our air by their air that we give them 
L-EE,A thing that involves color and is very magnificent is the northern lights This happens because of magnetic disturbances of the sun The sun sends out particles of electricity that are microscopic The earths atmosphere makes the air electrified and then it glow The colors that glow are red pink and green 
L-EE,There are also things called solar panels They are made to catch light The light that they catch is used to make electricity Solar panels probably have a lot of tubes connected 
L-EE,A shadow is the darkness on the other side of an opaque object whits is nontransparent When a light shines on an opaque object the light cant get around it so there is only darkness whits is a shadow 
L-EE,A lunate eclipse is when the art goes between the moon and the sun The sun hits the eart and the eart casts a shadow on the moon winch give the moon total darkness 
L-EE,A solar eclipse is when the moon is in the middle and blocks the light from hitting the earth making that side dark 
L-EE,1 How do you think light travels My theory is that since light doesn't travel on anything it has to make enough energy to keep going My theory is that there are little wavelets of energy that travel inside bigger straight lines Like a flashlight That also explains why light is hot 
L-EE,People make shadows by just standing in the light Because light travels in a titrate line or Waveland it hits a portion or thing and the blocks the light so it cant reach the ground and thee for makes an outline of that object 
L-EE,Shadow My theory is that all the light gets around but it doesn't get past your body so it is dark and the shape of your body 
L-EE,A lunar eclipse is when the earth is between the sun and the moon and it casts a shadow over the moon 
L-EE,A solar eclipse it happens when the moon is located between the sun and the earth and the moon blocks the sunlight 
L-EE,Solar energy Solar panels are dark so they attract heat and the sun is turned into thermal energy In the panels there are little tubes and the water gets warmer the warm water is pumped into a storage tank and it heats the house 
L-EE,The Northern lights are red pink ghostly greens the Northern lights happen when the sun bombards earth with particles that are electric When they hit the highest part of the earths atmosphere they electrify the air and it glows 
L-EE,A lunar eclipse is when the earth is between the moon and the sun in which the sun shines on earth and makes a shadow on the moon which makes the moon in total darkness 
L-EE,If a white light is shined on a red flower the green and blue is absorbed and the red is reflected that is how we see a red flower 
L-E,"Comets, trans-Neptunian objects, or water-rich meteoroids callled protoplanetsfrom the outer reaches of the asteroid belt colliding with Earthmay have brought water to the world's oceans."
L-E,I think what would happen is it could/would dmage your teeth and youcould get diabetes like Erica said. You may not be able to survive. It may be like drinking saltwater instead of regular water. You can't survive if you just drink saltwater.
L-E,Africa's water dries up more quickly because they are closer to the equator.
L-E,[ - is there might have been nutrients on the bery so that must be why- ]
L-E,Inoticed that after the leaves change color the enregy is no longer getting produced so that could be a reason they fall off.
L-E,It might be because they don't have the resources.
L-E,"I think it's because there is not a lot of bodies of water,and they have a lot of 3rd world countries that can not afford wells."
L-E,I have a new theroy about how ants build their houses. I think they could possibaly push sand/mud/dirt to were they want the anthills.
L-E,[ - is that I usually see moss on the dark areas of trees. So I am thinking it forms on dark areas. I also think it forms when its dewy and wet.- ]
L-E,I noticed that maybe only some trees have moss growing to the north maybe like a compass moss will grow to the north because there is something there what is that something
L-E,[ - is that they are poisonis because they eat stuff that makes them poison is- ]
L-E,[ - is that a bird or animal flys over and drops it into the courtyard and then lays eggs that make more spider which make more and more and more until they go exsticked or the eco system dies.- ]
L-E,"Some flowers are very sweet-smelling, and they originally grew thorns to protect themselves from animals that may try to eat them. So my theory is that they they may have been for protection, like you said."
L-E,"there are diffrent types of moss such asiron moss wich will only grow on thigs with heavy amounts of iron on it[ - is that the moss only sticks to certain things- ]your friend Sienna (:"
L-E,"I learned tha there are over 12,000 types of ants. Also they are soical insects witch mean they move in larage groups."
L-E,"no, because metal is not madde out of anything living."
L-E,"Serena:an egg is clear then it turns white when it is older then the baby is clear and gets its coloRS when it's olderCamryn a baby is clear till it gets older than they turn a dark brown"
L-E,[ - is I know that moss has very tiny thin roots I think because when i pick up moss I can't even see the roots of the moss- ]
L-E,[ - if you need any ideas dont water the ants. Ants could die if waters hits ants. build just a few ant hills. Because thousands of ants live in one ant hill
L-E,if an ant eats the right kind of food it can become a queen ant!
L-E,[ - All ants have different jobs.As they grow they get darker.Ants go faster since they have tiny legs.there can be a thousands of ants in a anthill. If a ant get feed the right things they can be a queen.- ]
L-E,"[ - is that an Anthill is prepared by worker ants that are strong. (Like not ants that are just born)- ][ - Is that the Queen ant could get a part of a different colony who the queen says in Ant Language could say ""Build me an Anthill!""]"
L-E,[ - is that they go down deep so preditors will not eat them- ]
L-E,"Maybe The Ant That Eats the right food will not be the king because it dosen't lay babies.But it can lead the other ants to find another group with a queen!"
L-E,"[ - is over time, I think that the stem of the apple gets weaker and weaker, and sometimes the wind might blow the apple off the tree and probably some animals nock them off too.- ]"
L-E,flamingos are born gray but they eat a type of plant and a type of mineral in the plant turns the flamigo pink. it should be the same with ants
L-E,"If baby ants eat the right food they can turn into the queen."
L-E,[ - You can tell how old a tree is if you cut it open a bit you see circles 1 circle for every year- ]
L-E,another reason why living things need energy is because if you don‚t eat you can starve and cannot live
L-E,Apples fall because of gravity. The apple falls when it gets ripe. Once it is ripe it gets weak around the stem and the gravity pulls it down to the ground
L-E,In the daytime the hot air comes from the river and than it goes up in the air and than the cold air replaces it. In the courtyard when its about to be winter the nights are cold but in the summer the nights are worm by the ways the air cycle in the daytie is the opposite of the air cycle in the nightime.
L-E,"Toads can burrow if there is a predotor or a emergency, maybe thats where toads go when its winter, under ground."
L-E,"[ - Is if a venomous or poisonous animal eats another venomous or poisonous animal, some will survive, and some will maybe die. some animals eat venomous or poisonous animal as a food sourse, but maybe another animal can't survive it.- ]"
L-E,"[ - Peat is formed by decaying moss and plants. This is important because peat is a fuel. It can be used for fertilizer, burn for fuel, and eventually, it becomes coal.- ]"
L-E,"[ - is that jaguars don't really eat chimpanzees, and that people from africa don't kill and eat jaguars... but I think that chimpanzees might eat ants. Good work overall.- ]"
L-E,noah another term is apex prdetor Wich means top of the food web
L-E,"[ - I learned is that abiotic means decomposition by a chemical process, and that biotic means decomposition of living orgonisms.- ]"
L-E,some countries don't have the water they need because the dont have the equipment to filter and distribute it to more people.
L-E,some countries also don't have much water because of a drout or of a water shortage from a war or hot weather.
L-E,They should filter the water if its dirty so it's healthy or add pipes around so it's not as hard to get water
L-E,"I know that the earth will always have about the same amount of water, But we can make water dirty so we can't use it again until we purify it. In Africa one of the main water sources is lake chad, but it has been shrinking. here is a link to a picture of lake chads water supply.https://docs.google.com/document/d/1_kg6WlPN_ueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcU/edit (Link->https://docs.google.com/document/d/1_kg6WlPN_ueP2yRuoBxnZLFXPB07KR4BgQ4Fs8icgcU/edit)"
L-E,"If we put 2/3 hydrogen and 1/3 oxygen in a container, then we might turn out with water. If we can get a big chunk of a glacier, then we can melt it and give more water to countries in need."
L-E,"Water scarcity has been happening in the book "" long walk to water"", because in 2008 Nyla has to walk the whole morning to get water."
L-E,"One way to get fresh water is to melt glaciers into water. I know this because if you melt snow or ice, it becomes water."
L-E,"[ - I know that people need clean water in order to stay nice and healthy. Otherwise, if people drink dirty water, people is going to be sick or pass away.- ]"
L-E,"The fruit would need water,I think it would have water in it,and if it has added sugar or sweetner that would need water to,so I don't think so. Plus water is better for you."
L-E,No because water does not carry sugar. Juice carry's a ton of sugar and its not that healthy.
L-E,The reason why we need water is because we wont be able to servive. Water is more important than food because food just helps your stomach. Water keeps you alive and water keeps all the animals and plants alive too.
L-E,"Water is much more healthier than soda. I know this because soda has a lot of sugar in it, But water doesn't have sugar."
L-E,Many people cannot get to water because of water scarcity. I think water scarcity is when people can't get water. I think that also most people don't know how to get water because they don't have the proper education. Like how Nya didn't know how to get water from under the ground because she did not know.
L-E,[ - is that there is oil on the poison ivy that makes you ich and there is alot of diffrent ways it can get in any were at any time at any place .- ]
L-E,[ -Moss does not only grow on the north side of trees. Moss grows on the north side of trees if the tree lives in the northern hemisphere. the reason for this because the sun hits the north side of trees so water evaporates. So moss grows. if the tree lives in the southern hemisphere. it grows on the south side. - ]
L-E,the female moquitos spit on your skin to num up your skin were it smells/looks sweeet and suger filled and then they put their sharp nose in your skin and find a blood vesel and suck out your blood.
L-E,[ - I think ant hills are living because the are in are ecosystem and they are ecsposed to air to live- ]
L-E,[ - Is that air works to clean up are ecostyem by blowing dead leaves away or to barry it - ]
L-E,"[ - is if you crush a seed and give it water, soil and sun it will grow- ]"
L-E,Maybe small animals like ants for a nest or a birdwhen the moss is on the tree the bird might use it for it's nest.
L-E,[ - is that the moss might have got stuck on the brick somehow and there might have some water on it that might keep it sticking if you look in google how it gets stuck on the brick and gets nutrients from it might help - ]
L-E,"Most likely, it would not grow. Just because that the roots are what START the process for the tree to grow.[ - mostly, is that the tree will not grow anymore, but will still live... Unless you cut it or it falls.- ]"
L-E,[ - is that maybe the berries are a source of food to the stink bugs and that's why they were all over the berries.- ]
L-E,My theroy is that white soil interacts with the plants the same as brown/regular does because I have observed NO CHANGE between either white soil or regular/brown soil. My hypothisis is that they are just diffrent colors and I do not think that that change makes a diffrence of how they grow.
L-E,"what evidence do we have to prove why we need air and why fish don't.Fish might have some kind part in their body to help them survive in water with no air.It might be the gills or maybe their heart has some kind of organ that gives them air"
L-E,"My theory is you can feel the sun on you even if it_ far away because the rays give off a whole lot of energy, the sun reflects on a cloud and a cloud shoots to the ground like a mirror"
L-E,"Again I didnt say that humans should start making water. and ocean water has salt in it if we drink too much humans will die. thats what some people are trying to figure out, how to get salt out of the salt water. but your obviously not listening.(I know google dosnt know everything I said find a website)"
L-E,"1.usually trees i see outside are like picture one.iwent outside and saw different tree that looked like picture two2.old trees have different barks may be because when they get old they have wrikles like old people's skin. young trees have no wrinkles like young people."
L-E,[ - my theory is that ants find the hills and just put hole and the top the dont build the hills- ]
L-E,[ - it is probably damp there to because it is dark and that stops the sun from drying it so maybe it grows in dark and damp places - ]
L-E,"i predict that the moss on the ground will keep growing if it gets water and sun or else it will die .[ - is that the cold weather and the rain will keep it alive . Or the rain will sit there and the cold will freeze it- ]"
L-E,The freezing and cold tempretures will kill the moss. and the rain will help it grow.
